#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Eucalyptus tenuipes","Eukaryota;Plants;Land Plants","ANBG9807792.330","SAMN12996703","PRJNA509734","GCA_014182365.1"," Chromosome",397.939,39.6226,"chromosome 1:CM024537.1; chromosome 2:CM024538.1; chromosome 3:CM024539.1; chromosome 4:CM024540.1; chromosome 5:CM024541.1; chromosome 6:CM024542.1; chromosome 7:CM024543.1; chromosome 8:CM024544.1; chromosome 9:CM024545.1; chromosome 10:CM024546.1; chromosome 11:CM024547.1; chloroplast Pltd:CM024560.1","JABKBE01",13,0,"2020-08-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/365/GCA_014182365.1_ASM1418236v1",
"Eucalyptus sideroxylon","Eukaryota;Plants;Land Plants","ANBG750609.225","SAMN10587505","PRJNA509734","GCA_014182405.1"," Chromosome",592.318,39.2145,"chromosome 1:CM024548.1; chromosome 2:CM024549.1; chromosome 3:CM024550.1; chromosome 4:CM024551.1; chromosome 5:CM024552.1; chromosome 6:CM024553.1; chromosome 7:CM024554.1; chromosome 8:CM024555.1; chromosome 9:CM024556.1; chromosome 10:CM024557.1; chromosome 11:CM024558.1; chloroplast Pltd:CM024561.1","JABKBF01",56,0,"2020-08-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/405/GCA_014182405.1_ASM1418240v1",
"Eucalyptus salubris","Eukaryota;Plants;Land Plants","ANBG9806169","SAMN13016252","PRJNA509734","GCA_014182395.1"," Chromosome",508.094,39.4564,"chromosome 1:CM024573.1; chromosome 2:CM024574.1; chromosome 3:CM024575.1; chromosome 4:CM024576.1; chromosome 5:CM024577.1; chromosome 6:CM024578.1; chromosome 7:CM024579.1; chromosome 8:CM024580.1; chromosome 9:CM024581.1; chromosome 10:CM024582.1; chromosome 11:CM024583.1; chloroplast Pltd:CM024584.1","JABKBG01",31,0,"2020-08-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/395/GCA_014182395.1_ASM1418239v1",
"Eucalyptus decipiens","Eukaryota;Plants;Land Plants","CCA4570","SAMN13016250","PRJNA509734","GCA_014182575.1"," Chromosome",591.117,39.3999,"chromosome 1:CM024609.1; chromosome 2:CM024610.1; chromosome 3:CM024611.1; chromosome 4:CM024612.1; chromosome 5:CM024613.1; chromosome 6:CM024614.1; chromosome 7:CM024615.1; chromosome 8:CM024616.1; chromosome 9:CM024617.1; chromosome 10:CM024618.1; chromosome 11:CM024619.1; chloroplast Pltd:CM024632.1","JABKBM01",31,0,"2020-08-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/575/GCA_014182575.1_ASM1418257v1",
"Eucalyptus coolabah","Eukaryota;Plants;Land Plants","ANBG9404868.100","SAMN13016255","PRJNA509734","GCA_014182585.1"," Chromosome",606.466,39.2471,"chromosome 1:CM024620.1; chromosome 2:CM024621.1; chromosome 3:CM024622.1; chromosome 4:CM024623.1; chromosome 5:CM024624.1; chromosome 6:CM024625.1; chromosome 7:CM024626.1; chromosome 8:CM024627.1; chromosome 9:CM024628.1; chromosome 10:CM024629.1; chromosome 11:CM024630.1; chloroplast Pltd:CM024633.1","JABKBN01",32,0,"2020-08-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/585/GCA_014182585.1_ASM1418258v1",
"Eucalyptus albens","Eukaryota;Plants;Land Plants","ANBG9404812.304","SAMN10587504","PRJNA509734","GCA_014182695.1"," Chromosome",607.093,39.1801,"chromosome 1:CM024646.1; chromosome 2:CM024647.1; chromosome 3:CM024648.1; chromosome 4:CM024649.1; chromosome 5:CM024650.1; chromosome 6:CM024651.1; chromosome 7:CM024652.1; chromosome 8:CM024653.1; chromosome 9:CM024654.1; chromosome 10:CM024655.1; chromosome 11:CM024656.1; chloroplast Pltd:CM024679.1","JABKBR01",192,0,"2020-08-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/695/GCA_014182695.1_ASM1418269v1",
"Eucalyptus brandiana","Eukaryota;Plants;Land Plants","CCA5702","SAMN13016248","PRJNA509734","GCA_014182725.1"," Chromosome",507.241,39.4717,"chromosome 1:CM024668.1; chromosome 2:CM024669.1; chromosome 3:CM024670.1; chromosome 4:CM024671.1; chromosome 5:CM024672.1; chromosome 6:CM024673.1; chromosome 7:CM024674.1; chromosome 8:CM024675.1; chromosome 9:CM024676.1; chromosome 10:CM024677.1; chromosome 11:CM024678.1; chloroplast Pltd:CM024680.1","JABKBQ01",25,0,"2020-08-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/725/GCA_014182725.1_ASM1418272v1",
"Corymbia calophylla","Eukaryota;Plants;Land Plants","ANBG752993.2","SAMN12996706","PRJNA509734","GCA_014182845.1"," Chromosome",394.897,39.4709,"chromosome 1:CM024693.1; chromosome 2:CM024694.1; chromosome 3:CM024695.1; chromosome 4:CM024696.1; chromosome 5:CM024697.1; chromosome 6:CM024698.1; chromosome 7:CM024699.1; chromosome 8:CM024700.1; chromosome 9:CM024701.1; chromosome 10:CM024702.1; chromosome 11:CM024703.1","JABKBT01",35,0,"2020-08-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/845/GCA_014182845.1_ASM1418284v1",
"Rhododendron griersonianum","Eukaryota;Plants;Land Plants","WSP0","SAMN15930083","PRJNA659608","GCA_018127125.1"," Chromosome",674.982,40.7559,"chromosome 1:CM030788.1; chromosome 2:CM030789.1; chromosome 3:CM030790.1; chromosome 4:CM030791.1; chromosome 5:CM030792.1; chromosome 6:CM030793.1; chromosome 7:CM030794.1; chromosome 8:CM030795.1; chromosome 9:CM030796.1; chromosome 10:CM030797.1; chromosome 11:CM030798.1; chromosome 12:CM030799.1; chromosome 13:CM030800.1; chloroplast Pltd:CM030801.1","JACTNZ01",47,51870,"2021-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/127/125/GCA_018127125.1_RGv1.1",
"Areca catechu","Eukaryota;Plants;Land Plants","","SAMN19591864","PRJNA735650","GCA_021397845.1"," Chromosome",2823.08,41.3272,"chromosome 1:CM038038.1; chromosome 2:CM038039.1; chromosome 3:CM038040.1; chromosome 4:CM038041.1; chromosome 5:CM038042.1; chromosome 6:CM038043.1; chromosome 7:CM038044.1; chromosome 8:CM038045.1; chromosome 9:CM038046.1; chromosome 10:CM038047.1; chromosome 11:CM038048.1; chromosome 12:CM038049.1; chromosome 13:CM038050.1; chromosome 14:CM038051.1; chromosome 15:CM038052.1; chromosome 16:CM038053.1","JAHSVC01",73,0,"2022-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/397/845/GCA_021397845.1_ASM2139784v1",
"Rhododendron simsii","Eukaryota;Plants;Land Plants","adult_tree_wgs_1","SAMN13241185","PRJNA588298","GCA_014282245.1"," Chromosome",528.637,38.9044,"chromosome 1:CM024953.1; chromosome 2:CM024954.1; chromosome 3:CM024955.1; chromosome 4:CM024956.1; chromosome 5:CM024957.1; chromosome 6:CM024958.1; chromosome 7:CM024959.1; chromosome 8:CM024960.1; chromosome 9:CM024961.1; chromosome 10:CM024962.1; chromosome 11:CM024963.1; chromosome 12:CM024964.1; chromosome 13:CM024965.1; mitochondrion MT:CM024966.1; chloroplast Pltd:CM024967.1","WJXA01",552,32999,"2020-08-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/282/245/GCA_014282245.1_ASM1428224v1",
"Gossypium laxum","Eukaryota;Plants;Land Plants","4","SAMN10346767","PRJNA488266","GCA_013511315.1"," Chromosome",833.895,35.9864,"chromosome 1:CM025258.1; chromosome 2:CM025259.1; chromosome 3:CM025260.1; chromosome 4:CM025261.1; chromosome 5:CM025262.1; chromosome 6:CM025263.1; chromosome 7:CM025264.1; chromosome 8:CM025265.1; chromosome 9:CM025266.1; chromosome 10:CM025267.1; chromosome 11:CM025268.1; chromosome 12:CM025269.1; chromosome 13:CM025270.1","JABEZV01",470382,25577,"2020-07-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/511/315/GCA_013511315.1_ASM1351131v1",
"Adiantum nelumboides","Eukaryota;Plants;Land Plants","YZ-2021","SAMN25538072","PRJNA802344","GCA_022343405.1","Contig",6272.12,40.2,,"JAKNSL01",11767,0,"2022-02-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/343/405/GCA_022343405.1_ASM2234340v1",
"Diplotaxis tenuifolia","Eukaryota;Plants;Land Plants","DT550","SAMN14589541","PRJNA624903","GCA_014822095.1","Scaffold",424.256,36,,"JABAYD01",163037,0,"2020-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/822/095/GCA_014822095.1_UALgDiploT.01",
"Euphrasia arctica","Eukaryota;Plants;Land Plants","E028","SAMN15832665","PRJNA624746","GCA_014843705.1","Scaffold",505.374,36.1,,"JACOMQ01",155253,0,"2020-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/843/705/GCA_014843705.1_ASM1484370v1",
"Amphicarpaea edgeworthii","Eukaryota;Plants;Land Plants","AE-2020","SAMN15470660","PRJNA644665","GCA_014843725.1"," Chromosome",299.059,32.0572,"chromosome 1:CM026319.1; chromosome 2:CM026320.1; chromosome 3:CM026321.1; chromosome 4:CM026322.1; chromosome 5:CM026323.1; chromosome 6:CM026324.1; chromosome 7:CM026325.1; chromosome 8:CM026326.1; chromosome 9:CM026327.1; chromosome 10:CM026328.1; chromosome 11:CM026329.1","JACEGY01",24,0,"2020-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/843/725/GCA_014843725.1_ASM1484372v1",
"Handroanthus guayacan","Eukaryota;Plants;Land Plants","HBG# 8421","SAMN14439379","PRJNA614908","GCA_014898755.1","Scaffold",339.772,32.5,,"JACFYI01",3857,0,"2020-10-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/898/755/GCA_014898755.1_HAGU_1.0",
"Jacaranda copaia","Eukaryota;Plants;Land Plants","P BRU 00008453","SAMN14439378","PRJNA614908","GCA_014898725.1","Scaffold",616.183,44.8,,"JACGDI01",5869,0,"2020-10-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/898/725/GCA_014898725.1_JACO_1.0",
"Miscanthus lutarioriparius","Eukaryota;Plants;Land Plants","","SAMEA7340635","PRJEB40463","GCA_904845875.1","Scaffold",2074.8,45.5,,"CAJGYO01",919,68287,"2020-10-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/845/875/GCA_904845875.1_Mlu_assembly",
"Corymbia citriodora subsp. variegata","Eukaryota;Plants;Land Plants","CV2-018","SAMN02786967","PRJNA234431","GCA_014858505.1"," Chromosome",544.192,39.6646,"chromosome 1:CM026410.1; chromosome 2:CM026411.1; chromosome 3:CM026412.1; chromosome 4:CM026413.1; chromosome 5:CM026414.1; chromosome 6:CM026415.1; chromosome 7:CM026416.1; chromosome 8:CM026417.1; chromosome 9:CM026418.1; chromosome 10:CM026419.1; chromosome 11:CM026420.1","JABURB01",15033,45647,"2020-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/858/505/GCA_014858505.1_Ccitriodora_v2_1",
"Phtheirospermum japonicum","Eukaryota;Plants;Land Plants","okayama","SAMD00029051","PRJDB3858","GCA_014905375.1","Scaffold",1226.89,33,,"BMAC01",10559,30266,"2020-10-01T21:47:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/905/375/GCA_014905375.1_Pjver1",
"Apostasia ramifera","Eukaryota;Plants;Land Plants","MyAr1","SAMN15349797","PRJNA635894","GCA_019297695.1","Scaffold",346.615,33,,"JAEMOT01",17082,0,"2021-07-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/297/695/GCA_019297695.1_ASM1929769v1",
"Crambe hispanica","Eukaryota;Plants;Land Plants","","SAMN14858942","PRJNA631330","GCA_015476445.1","Scaffold",488.322,22.1,,"JABFOD01",91,0,"2020-11-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/476/445/GCA_015476445.1_Crambe_hispanica_v1.1",
"Boechera retrofracta","Eukaryota;Plants;Land Plants","PC18","SAMN08026719","PRJNA418376","GCA_015832515.1","Scaffold",216.212,34.4,,"JACCIV01",37106,0,"2020-12-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/832/515/GCA_015832515.1_SPBU_Bret_1.0",
"Salix dunnii","Eukaryota;Plants;Land Plants","FAFU-HL-1","SAMN16547678","PRJNA670558","GCA_015731905.1"," Chromosome",328.089,33.0936,"chromosome 1:CM027659.1; chromosome 2:CM027660.1; chromosome 3:CM027661.1; chromosome 4:CM027662.1; chromosome 5:CM027663.1; chromosome 6:CM027664.1; chromosome 7:CM027665.1; chromosome 8:CM027666.1; chromosome 9:CM027667.1; chromosome 10:CM027668.1; chromosome 11:CM027669.1; chromosome 12:CM027670.1; chromosome 13:CM027671.1; chromosome 14:CM027672.1; chromosome 15:CM027673.1; chromosome 16:CM027674.1; chromosome 17:CM027675.1; chromosome 18:CM027676.1; chromosome 19:CM027677.1; mitochondrion MT:CM027678.1; chloroplast Pltd:CM027679.1","JADGMS01",29,29822,"2020-12-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/731/905/GCA_015731905.1_SDv1.1",
"Eucalyptus sideroxylon x Eucalyptus melliodora","Eukaryota;Plants;Land Plants","CCA1506","SAMN16414709","PRJNA509734","GCA_016097485.1"," Chromosome",603.738,39.298,"chromosome 1:CM027824.1; chromosome 2:CM027825.1; chromosome 3:CM027826.1; chromosome 4:CM027827.1; chromosome 5:CM027828.1; chromosome 6:CM027829.1; chromosome 7:CM027830.1; chromosome 8:CM027831.1; chromosome 9:CM027832.1; chromosome 10:CM027833.1; chromosome 11:CM027834.1; chloroplast Pltd:CM027857.1","JADPVR01",26,0,"2020-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/485/GCA_016097485.1_ASM1609748v1",
"Eucalyptus pumila","Eukaryota;Plants;Land Plants","CCA0845","SAMN16414706","PRJNA509734","GCA_016097595.1"," Chromosome",529.916,39.3778,"chromosome 1:CM027846.1; chromosome 2:CM027847.1; chromosome 3:CM027848.1; chromosome 4:CM027849.1; chromosome 5:CM027850.1; chromosome 6:CM027851.1; chromosome 7:CM027852.1; chromosome 8:CM027853.1; chromosome 9:CM027854.1; chromosome 10:CM027855.1; chromosome 11:CM027856.1; chloroplast Pltd:CM027858.1","JADPVT01",29,0,"2020-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/595/GCA_016097595.1_ASM1609759v1",
"Eucalyptus victrix","Eukaryota;Plants;Land Plants","CCA1033","SAMN16414708","PRJNA509734","GCA_016097545.1"," Chromosome",557.319,39.1993,"chromosome 1:CM027835.1; chromosome 2:CM027836.1; chromosome 3:CM027837.1; chromosome 4:CM027838.1; chromosome 5:CM027839.1; chromosome 6:CM027840.1; chromosome 7:CM027841.1; chromosome 8:CM027842.1; chromosome 9:CM027843.1; chromosome 10:CM027844.1; chromosome 11:CM027845.1; chloroplast Pltd:CM027859.1","JADPVS01",20,0,"2020-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/545/GCA_016097545.1_ASM1609754v1",
"Eucalyptus dawsonii","Eukaryota;Plants;Land Plants","CCA0689","SAMN16414699","PRJNA509734","GCA_016097615.1"," Chromosome",707.061,39.2571,"chromosome 1:CM027871.1; chromosome 2:CM027872.1; chromosome 3:CM027873.1; chromosome 4:CM027874.1; chromosome 5:CM027875.1; chromosome 6:CM027876.1; chromosome 7:CM027877.1; chromosome 8:CM027878.1; chromosome 9:CM027879.1; chromosome 10:CM027880.1; chromosome 11:CM027881.1; chloroplast Pltd:CM027883.1","JADPVV01",220,0,"2020-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/615/GCA_016097615.1_ASM1609761v1",
"Syntrichia caninervis","Eukaryota;Plants;Land Plants","Stark NV-107","SAMN14847761","PRJNA630883","GCA_016097705.1"," Chromosome",329.824,43.7474,"chromosome 1:CM027758.1; chromosome 2:CM027759.1; chromosome 3:CM027760.1; chromosome 4:CM027761.1; chromosome 5:CM027762.1; chromosome 6:CM027763.1; chromosome 7:CM027764.1; chromosome 8:CM027765.1; chromosome 9:CM027766.1; chromosome 10:CM027767.1; chromosome 11:CM027768.1; chromosome 12:CM027769.1; chromosome 13:CM027770.1","JADDRJ01",2661,0,"2020-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/705/GCA_016097705.1_UMC_Scan_2.0",
"Ophiorrhiza pumila","Eukaryota;Plants;Land Plants","","SAMD00177989","PRJDB8685","GCA_016586305.1","Scaffold",440.319,34.3,,"BLIW01",13,0,"2020-12-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/586/305/GCA_016586305.1_Opu_r1.4",
"Moricandia arvensis","Eukaryota;Plants;Land Plants","","SAMEA7492780","PRJEB39764","GCA_905132765.1","Scaffold",758.71,36.8,,"CAJHQP01",15876,0,"2021-01-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/132/765/GCA_905132765.1_Moricandia_arvensis_assemly",
"Moricandia moricandioides","Eukaryota;Plants;Land Plants","","SAMEA7492781","PRJEB39764","GCA_905132885.1","Scaffold",498.312,36,,"CAJHQQ01",9638,0,"2021-01-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/132/885/GCA_905132885.1_Moricandia_moricandioides_assemly",
"Solanum sitiens","Eukaryota;Plants;Land Plants","","SAMN14932980","PRJNA633104","GCA_016801875.1","Scaffold",1245.02,34.8,,"JABWTJ01",1483,0,"2021-02-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/801/875/GCA_016801875.1_ASM1680187v1",
"Leptodermis oblonga","Eukaryota;Plants;Land Plants","Rui-Jiang Wang 3514","SAMN12214982","PRJNA552650","GCA_016801395.1"," Chromosome",497.295,36.0884,"linkage group LG1:CM028750.1; linkage group LG2:CM028751.1; linkage group LG3:CM028752.1; linkage group LG4:CM028753.1; linkage group LG5:CM028754.1; linkage group LG6:CM028755.1; linkage group LG7:CM028756.1; linkage group LG8:CM028757.1; linkage group LG9:CM028758.1; linkage group LG10:CM028759.1; linkage group LG11:CM028760.1","VMRK01",607,0,"2021-02-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/801/395/GCA_016801395.1_O1",
"Suaeda aralocaspica","Eukaryota;Plants;Land Plants","FK81-2018","SAMN08364410","PRJNA428881","GCA_016808085.1","Scaffold",451.677,34,,"PYUH01",4058,0,"2021-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/808/085/GCA_016808085.1_ASM1680808v1",
"Sapria himalayana","Eukaryota;Plants;Land Plants","LCAI001","SAMN17108554","PRJNA686196","GCA_016808135.1","Scaffold",1276.27,25.4,,"JAEQBI01",128027,0,"2021-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/808/135/GCA_016808135.1_Sapria_himalayana_v1",
"Tetrastigma voinierianum","Eukaryota;Plants;Land Plants","LCAI004","SAMN17108555","PRJNA686196","GCA_016808115.1","Contig",3111.49,38.5,,"JAEQBH01",9907,0,"2021-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/808/115/GCA_016808115.1_Tetrastigma_voinierianum_v1",
"Chlamydomonas schloesseri","Eukaryota;Plants;Green Algae","CCAP 11/173","SAMN14973063","PRJNA633871","GCA_016834595.1","Contig",130.201,64.4,,"JAEHOD01",457,16268,"2021-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/834/595/GCA_016834595.1_ASM1683459v1",
"Chlamydomonas incerta","Eukaryota;Plants;Green Algae","SAG 7.73","SAMN14973062","PRJNA633871","GCA_016834605.1","Contig",129.236,66,,"JAEHOC01",453,16957,"2021-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/834/605/GCA_016834605.1_ASM1683460v1",
"Macrotyloma uniflorum","Eukaryota;Plants;Land Plants","","SAMD00069276","PRJDB5374","GCA_016859785.1","Scaffold",294.689,30,,"BDMB01",3497,0,"2021-01-19T21:26:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/859/785/GCA_016859785.1_MUN_r1.11",
"Puya raimondii","Eukaryota;Plants;Land Plants","P1_25","SAMN15246243","PRJNA639677","GCA_016920855.1","Scaffold",391.034,40.3,,"JABWPP01",50,0,"2021-02-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/920/855/GCA_016920855.1_Puya125",
"Vaccinium myrtillus","Eukaryota;Plants;Land Plants","NK2018","SAMN16560029","PRJNA672146","GCA_016920895.1"," Chromosome",524.293,38.6446,"chromosome 1:CM029270.1; chromosome 2:CM029271.1; chromosome 3:CM029272.1; chromosome 4:CM029273.1; chromosome 5:CM029274.1; chromosome 6:CM029275.1; chromosome 7:CM029276.1; chromosome 8:CM029277.1; chromosome 9:CM029278.1; chromosome 10:CM029279.1; chromosome 11:CM029280.1; chromosome 12:CM029281.1","JADGMU01",1418,0,"2021-02-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/920/895/GCA_016920895.1_VacMyr_v1.0",
"Hamamelis virginiana","Eukaryota;Plants;Land Plants","DLS-2021","SAMN14425025","PRJNA614456","GCA_017140935.1","Scaffold",902.553,30.5,,"JAESVK01",83354,0,"2021-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/935/GCA_017140935.1_Hvir_nuclei_sn_run2_2",
"Medicago ruthenica","Eukaryota;Plants;Land Plants","Xinghe","SAMN13351545","PRJNA591060","GCA_018208015.1"," Chromosome",904.13,35.9069,"chromosome 1:CM031371.1; chromosome 2:CM031372.1; chromosome 3:CM031373.1; chromosome 4:CM031374.1; chromosome 5:CM031375.1; chromosome 6:CM031376.1; chromosome 7:CM031377.1; chromosome 8:CM031378.1","WNNG01",650,0,"2021-04-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/208/015/GCA_018208015.1_ASM1820801v1",
"Eucalyptus shirleyi","Eukaryota;Plants;Land Plants","CCA3339","SAMN16414707","PRJNA509734","GCA_017140165.1"," Chromosome",597.34,39.2122,"chromosome 1:CM029446.1; chromosome 2:CM029447.1; chromosome 3:CM029448.1; chromosome 4:CM029449.1; chromosome 5:CM029450.1; chromosome 6:CM029451.1; chromosome 7:CM029452.1; chromosome 8:CM029453.1; chromosome 9:CM029454.1; chromosome 10:CM029455.1; chromosome 11:CM029456.1; chloroplast Pltd:CM029479.1","JADGRX01",14,0,"2021-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/165/GCA_017140165.1_ASM1714016v1",
"Eucalyptus paniculata subsp. matutina","Eukaryota;Plants;Land Plants","CCA0830","SAMN16414704","PRJNA509734","GCA_017140255.1"," Chromosome",589.01,39.2642,"chromosome 1:CM029435.1; chromosome 2:CM029436.1; chromosome 3:CM029437.1; chromosome 4:CM029438.1; chromosome 5:CM029439.1; chromosome 6:CM029440.1; chromosome 7:CM029441.1; chromosome 8:CM029442.1; chromosome 9:CM029443.1; chromosome 10:CM029444.1; chromosome 11:CM029445.1; chloroplast Pltd:CM029480.1","JADGRZ01",28,0,"2021-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/255/GCA_017140255.1_ASM1714025v1",
"Eucalyptus leucophloia subsp. euroa","Eukaryota;Plants;Land Plants","DN-2498","SAMN16414703","PRJNA509734","GCA_017140325.1"," Chromosome",568.636,39.1475,"chromosome 1:CM029468.1; chromosome 2:CM029469.1; chromosome 3:CM029470.1; chromosome 4:CM029471.1; chromosome 5:CM029472.1; chromosome 6:CM029473.1; chromosome 7:CM029474.1; chromosome 8:CM029475.1; chromosome 9:CM029476.1; chromosome 10:CM029477.1; chromosome 11:CM029478.1; chloroplast Pltd:CM029481.1","JADGSA01",29,0,"2021-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/325/GCA_017140325.1_ASM1714032v1",
"Eucalyptus polyanthemos subsp. polyanthemos","Eukaryota;Plants;Land Plants","CCA0672","SAMN16414705","PRJNA509734","GCA_017140185.1"," Chromosome",603.44,39.1813,"chromosome 1:CM029457.1; chromosome 2:CM029458.1; chromosome 3:CM029459.1; chromosome 4:CM029460.1; chromosome 5:CM029461.1; chromosome 6:CM029462.1; chromosome 7:CM029463.1; chromosome 8:CM029464.1; chromosome 9:CM029465.1; chromosome 10:CM029466.1; chromosome 11:CM029467.1; chloroplast Pltd:CM029482.1","JADGRY01",22,0,"2021-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/185/GCA_017140185.1_ASM1714018v1",
"Eucalyptus lansdowneana","Eukaryota;Plants;Land Plants","CCA5257","SAMN16414702","PRJNA509734","GCA_017140395.1"," Chromosome",633.712,39.255,"chromosome 1:CM029483.1; chromosome 2:CM029484.1; chromosome 3:CM029485.1; chromosome 4:CM029486.1; chromosome 5:CM029487.1; chromosome 6:CM029488.1; chromosome 7:CM029489.1; chromosome 8:CM029490.1; chromosome 9:CM029491.1; chromosome 10:CM029492.1; chromosome 11:CM029493.1; chloroplast Pltd:CM029527.1","JADGSB01",20,0,"2021-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/395/GCA_017140395.1_ASM1714039v1",
"Eucalyptus fibrosa","Eukaryota;Plants;Land Plants","CCA0770","SAMN16414700","PRJNA509734","GCA_017140475.1"," Chromosome",590.072,39.1671,"chromosome 1:CM029505.1; chromosome 2:CM029506.1; chromosome 3:CM029507.1; chromosome 4:CM029508.1; chromosome 5:CM029509.1; chromosome 6:CM029510.1; chromosome 7:CM029511.1; chromosome 8:CM029512.1; chromosome 9:CM029513.1; chromosome 10:CM029514.1; chromosome 11:CM029515.1; chloroplast Pltd:CM029545.1","JADGSC01",16,0,"2021-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/475/GCA_017140475.1_ASM1714047v1",
