TaxID,Superkingdom,Phylum,Family,Genus,Species,Strain,BioProject,BioSample,Genome.id,Assembly,Mitochondrion.id,Scaffolds,Genome.size,Genome.GC,Genome.CDS,Mitochondrion.size,Mitochondrion.GC,Mitochondrion.CDS,size.ratio,GenBank.FTP
80972,Eukaryota,Chordata,Pomacentridae,Amphiprion,Amphiprion ocellaris,DU_AmpOce,PRJNA421964,SAMN07982614,mitochondrion MT:NC_009065.1/,GCA_002776465.1,MT:NC_009065.1/,6405,880.721,39.5001,48463,0.016649,45.3721,13,52899.33329,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/776/465/GCA_002776465.1_AmpOce1.0
1841481,Eukaryota,Chordata,Carangidae,Seriola,Seriola lalandi dorsalis,HSWRI2012SDOR001,PRJNA423295,SAMN04902367,mitochondrion MT:NC_016869.1/,GCA_002814215.1,MT:NC_016869.1/,99598,732.51,40.9002,38827,0.016532,47.9918,13,44308.6136,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/215/GCA_002814215.1_Sedor1
74940,Eukaryota,Chordata,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,Ot180627B,PRJNA432585,SAMN17219827,linkage group LG01:NC_056429.1/CM031199.1; linkage group LG02:NC_056430.1/CM031200.1; linkage group LG03:NC_056431.1/CM031201.1; linkage group LG04:NC_056432.1/CM031202.1; linkage group LG05:NC_056433.1/CM031203.1; linkage group LG06:NC_056434.1/CM031204.1; linkage group LG07:NC_056435.1/CM031205.1; linkage group LG08:NC_056436.1/CM031206.1; linkage group LG09:NC_056437.1/CM031207.1; linkage group LG10:NC_056438.1/CM031208.1; linkage group LG11:NC_056439.1/CM031209.1; linkage group LG12:NC_056440.1/CM031210.1; linkage group LG13:NC_056441.1/CM031211.1; linkage group LG14:NC_056442.1/CM031212.1; linkage group LG15:NC_056443.1/CM031213.1; linkage group LG16:NC_056444.1/CM031214.1; linkage group LG17:NC_056445.1/CM031215.1; linkage group LG18:NC_056446.1/CM031216.1; linkage group LG19:NC_056447.1/CM031217.1; linkage group LG20:NC_056448.1/CM031218.1; linkage group LG21:NC_056449.1/CM031219.1; linkage group LG22:NC_056450.1/CM031220.1; linkage group LG23:NC_056451.1/CM031221.1; linkage group LG24:NC_056452.1/CM031222.1; linkage group LG25:NC_056453.1/CM031223.1; linkage group LG26:NC_056454.1/CM031224.1; linkage group LG27:NC_056455.1/CM031225.1; linkage group LG28:NC_056456.1/CM031226.1; linkage group LG29:NC_056457.1/CM031227.1; linkage group LG30:NC_056458.1/CM031228.1; linkage group LG31:NC_056459.1/CM031229.1; linkage group LG32:NC_056460.1/CM031230.1; linkage group LG33:NC_056461.1/CM031231.1; linkage group LG34:NC_056462.1/CM031232.1; mitochondrion MT:NC_002980.1/,GCA_018296145.1,MT:NC_002980.1/,9978,2294.86,43.5409,82597,0.016644,45.6681,13,137879.1156,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/296/145/GCA_018296145.1_Otsh_v2.0
2691554,Eukaryota,Chordata,Salmonidae,Salvelinus,Salvelinus sp. IW2-2015,IW2-2015,PRJNA433373,SAMN06561764,linkage group LG1:NC_036838.1/CM009399.1; linkage group LG2:NC_036839.1/CM009410.1; linkage group LG3:NC_036840.1/CM009420.1; linkage group LG4p:NC_036841.1/CM009429.1; linkage group LG4q.1:29:NC_036842.1/CM009430.1; linkage group LG4q.2:NC_036843.1/CM009431.1; linkage group LG5:NC_036844.1/CM009432.1; linkage group LG6.1:NC_036845.1/CM009433.1; linkage group LG6.2:NC_036846.1/CM009434.1; linkage group LG7:NC_036847.1/CM009435.1; linkage group LG8:NC_036848.1/CM009436.1; linkage group LG9:NC_036849.1/CM009437.1; linkage group LG10:NC_036850.1/CM009400.1; linkage group LG11:NC_036851.1/CM009401.1; linkage group LG12:NC_036852.1/CM009402.1; linkage group LG13:NC_036853.1/CM009403.1; linkage group LG14:NC_036854.1/CM009404.1; linkage group LG15:NC_036855.1/CM009405.1; linkage group LG16:NC_036856.1/CM009406.1; linkage group LG17:NC_036857.1/CM009407.1; linkage group LG18:NC_036858.1/CM009408.1; linkage group LG19:NC_036859.1/CM009409.1; linkage group LG20:NC_036860.1/CM009411.1; linkage group LG21:NC_036861.1/CM009412.1; linkage group LG22:NC_036862.1/CM009413.1; linkage group LG23:NC_036863.1/CM009414.1; linkage group LG24:NC_036864.1/CM009415.1; linkage group LG25:NC_036865.1/CM009416.1; linkage group LG26:NC_036866.1/CM009417.1; linkage group LG27:NC_036867.1/CM009418.1; linkage group LG28:NC_036868.1/CM009419.1; linkage group LG30:NC_036869.1/CM009421.1; linkage group LG31:NC_036870.1/CM009422.1; linkage group LG32:NC_036871.1/CM009423.1; linkage group LG33:NC_036872.1/CM009424.1; linkage group LG34:NC_036873.1/CM009425.1; linkage group LG35:NC_036874.1/CM009426.1; linkage group LG36:NC_036875.1/CM009427.1; linkage group LG37:NC_036876.1/CM009428.1; mitochondrion MT:NC_000861.1/,GCA_002910315.2,MT:NC_000861.1/,16702,2169.55,43.6053,59939,0.016659,45.4709,13,130232.9071,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/910/315/GCA_002910315.2_ASM291031v2
9755,Eukaryota,Chordata,Physeteridae,Physeter,Physeter catodon,SW-GA,PRJNA434122,SAMN07836523,chromosome 1:NC_041214.1/CM014785.1; chromosome 2:NC_041215.1/CM014786.1; chromosome 3:NC_041216.1/CM014787.1; chromosome 4:NC_041217.1/CM014788.1; chromosome 5:NC_041218.1/CM014789.1; chromosome 6:NC_041219.1/CM014790.1; chromosome 7:NC_041220.1/CM014791.1; chromosome 8:NC_041221.1/CM014792.1; chromosome 9:NC_041222.1/CM014793.1; chromosome 10:NC_041223.1/CM014794.1; chromosome 11:NC_041224.1/CM014795.1; chromosome 12:NC_041225.1/CM014796.1; chromosome 13:NC_041226.1/CM014797.1; chromosome 14:NC_041227.1/CM014798.1; chromosome 15:NC_041228.1/CM014799.1; chromosome 16:NC_041229.1/CM014800.1; chromosome 17:NC_041230.1/CM014801.1; chromosome 18:NC_041231.1/CM014802.1; chromosome 19:NC_041232.1/CM014803.1; chromosome 20:NC_041233.1/CM014804.1; chromosome 21:NC_041234.1/CM014805.1; mitochondrion MT:NC_002503.2/,GCA_002837175.2,MT:NC_002503.2/,14677,2512.15,41.7225,50591,0.016428,43.0606,13,152918.7972,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/837/175/GCA_002837175.2_ASM283717v2
9430,Eukaryota,Chordata,Phyllostomidae,Desmodus,Desmodus rotundus,DRU21DN04,PRJNA436375,SAMN07783852,mitochondrion MT:NC_022423.1/,GCA_002940915.2,MT:NC_022423.1/,29801,2063.81,42.3,44449,0.016659,47.6139,13,123885.5874,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/940/915/GCA_002940915.2_ASM294091v2
30732,Eukaryota,Chordata,Adrianichthyidae,Oryzias,Oryzias melastigma,HK-1,PRJNA436980,SAMN07596545,linkage group LG1:NC_050512.1/CM022579.1; linkage group LG2:NC_050513.1/CM022580.1; linkage group LG3:NC_050514.1/CM022581.1; linkage group LG4:NC_050515.1/CM022582.1; linkage group LG5:NC_050516.1/CM022583.1; linkage group LG6:NC_050517.1/CM022584.1; linkage group LG7:NC_050518.1/CM022585.1; linkage group LG8:NC_050519.1/CM022586.1; linkage group LG9:NC_050520.1/CM022587.1; linkage group LG10:NC_050521.1/CM022588.1; linkage group LG11:NC_050522.1/CM022589.1; linkage group LG12:NC_050523.1/CM022590.1; linkage group LG13:NC_050524.1/CM022591.1; linkage group LG14:NC_050525.1/CM022592.1; linkage group LG15:NC_050526.1/CM022593.1; linkage group LG16:NC_050527.1/CM022594.1; linkage group LG17:NC_050528.1/CM022595.1; linkage group LG18:NC_050529.1/CM022596.1; linkage group LG19:NC_050530.1/CM022597.1; linkage group LG20:NC_050531.1/CM022598.1; linkage group LG21:NC_050532.1/CM022599.1; linkage group LG22:NC_050533.1/CM022600.1; linkage group LG23:NC_050534.1/CM022601.1; linkage group LG24:NC_050535.1/CM022602.1; mitochondrion MT:NC_018546.1/,GCA_002922805.2,MT:NC_018546.1/,8493,778.704,39.5979,43112,0.016864,40.3522,13,46175.52182,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/922/805/GCA_002922805.2_ASM292280v2
84645,Eukaryota,Chordata,Cyprinidae,Labeo,Labeo rohita,DASCIFA01,PRJNA437789,SAMN08685245,mitochondrion MT:CM014102.1,GCA_004120215.1,MT:CM014102.1,13623,1484.73,35.0001,37451,0.016606,43.0748,13,89409.24967,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/120/215/GCA_004120215.1_ASM412021v1
1706337,Eukaryota,Chordata,Phocoenidae,Neophocaena,Neophocaena asiaeorientalis asiaeorientalis,,PRJNA449518,SAMN05831577,mitochondrion MT:NC_026456.1/,GCA_003031525.2,MT:NC_026456.1/,13696,2284.63,41.3,38117,0.016385,40.6408,13,139434.2386,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/031/525/GCA_003031525.2_Neophocaena_asiaeorientalis_V1
9913,Eukaryota,Chordata,Bovidae,Bos,Bos taurus,L1 Dominette 01449 registration number 42190680,PRJNA450837,SAMN03145444,chromosome 1:NC_037328.1/CM008168.2; chromosome 2:NC_037329.1/CM008169.2; chromosome 3:NC_037330.1/CM008170.2; chromosome 4:NC_037331.1/CM008171.2; chromosome 5:NC_037332.1/CM008172.2; chromosome 6:NC_037333.1/CM008173.2; chromosome 7:NC_037334.1/CM008174.2; chromosome 8:NC_037335.1/CM008175.2; chromosome 9:NC_037336.1/CM008176.2; chromosome 10:NC_037337.1/CM008177.2; chromosome 11:NC_037338.1/CM008178.2; chromosome 12:NC_037339.1/CM008179.2; chromosome 13:NC_037340.1/CM008180.2; chromosome 14:NC_037341.1/CM008181.2; chromosome 15:NC_037342.1/CM008182.2; chromosome 16:NC_037343.1/CM008183.2; chromosome 17:NC_037344.1/CM008184.2; chromosome 18:NC_037345.1/CM008185.2; chromosome 19:NC_037346.1/CM008186.2; chromosome 20:NC_037347.1/CM008187.2; chromosome 21:NC_037348.1/CM008188.2; chromosome 22:NC_037349.1/CM008189.2; chromosome 23:NC_037350.1/CM008190.2; chromosome 24:NC_037351.1/CM008191.2; chromosome 25:NC_037352.1/CM008192.2; chromosome 26:NC_037353.1/CM008193.2; chromosome 27:NC_037354.1/CM008194.2; chromosome 28:NC_037355.1/CM008195.2; chromosome 29:NC_037356.1/CM008196.2; chromosome X:NC_037357.1/CM008197.2; mitochondrion MT:NC_006853.1/CM008198.1,GCA_002263795.2,MT:NC_006853.1/CM008198.1,2211,2715.85,41.9362,63696,0.016338,39.4173,13,166229.0366,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/263/795/GCA_002263795.2_ARS-UCD1.2
6184,Eukaryota,Platyhelminthes,Schistosomatidae,Schistosoma,Schistosoma bovis,TAN1997,PRJNA451066,SAMN08957538,mitochondrion MT:CM014335.1,GCA_003958945.1,MT:CM014335.1,4774,373.478,33.1998,11576,0.019926,28.8317,12,18743.25003,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/958/945/GCA_003958945.1_ASM395894v1
34504,Eukaryota,Platyhelminthes,Troglotrematidae,Paragonimus,Paragonimus westermani,IND2009,PRJNA454344,SAMN09005564,mitochondrion MT:CM017921.1,GCA_008508345.1,MT:CM017921.1,30456,922.85,41.2001,12795,0.020273,43.6344,12,45521.13649,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/508/345/GCA_008508345.1_ASM850834v1
400727,Eukaryota,Mollusca,Ampullariidae,Pomacea,Pomacea canaliculata,SZHN2017,PRJNA472795,SAMN08443704,linkage group LG1:NC_037590.1/CM009758.1; linkage group LG2:NC_037591.1/CM009759.1; linkage group LG3:NC_037592.1/CM009760.1; linkage group LG4:NC_037593.1/CM009761.1; linkage group LG5:NC_037594.1/CM009762.1; linkage group LG6:NC_037595.1/CM009763.1; linkage group LG7:NC_037596.1/CM009764.1; linkage group LG8:NC_037597.1/CM009765.1; linkage group LG9:NC_037598.1/CM009766.1; linkage group LG10:NC_037599.1/CM009767.1; linkage group LG11:NC_037600.1/CM009768.1; linkage group LG12:NC_037601.1/CM009769.1; linkage group LG13:NC_037602.1/CM009770.1; linkage group LG14:NC_037603.1/CM009771.1; mitochondrion MT:NC_024586.1/CM009772.1,GCA_003073045.1,MT:NC_024586.1/CM009772.1,24,440.16,40.6223,40391,0.015707,28.3059,13,28023.17438,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/045/GCA_003073045.1_ASM307304v1
7460,Eukaryota,Arthropoda,Apidae,Apis,Apis mellifera,DH4,PRJNA477511,SAMN09259743,linkage group LG1:NC_037638.1/CM009931.2; linkage group LG2:NC_037639.1/CM009932.2; linkage group LG3:NC_037640.1/CM009933.2; linkage group LG4:NC_037641.1/CM009934.2; linkage group LG5:NC_037642.1/CM009935.2; linkage group LG6:NC_037643.1/CM009936.2; linkage group LG7:NC_037644.1/CM009937.2; linkage group LG8:NC_037645.1/CM009938.2; linkage group LG9:NC_037646.1/CM009939.2; linkage group LG10:NC_037647.1/CM009940.2; linkage group LG11:NC_037648.1/CM009941.2; linkage group LG12:NC_037649.1/CM009942.2; linkage group LG13:NC_037650.1/CM009943.2; linkage group LG14:NC_037651.1/CM009944.2; linkage group LG15:NC_037652.1/CM009945.2; linkage group LG16:NC_037653.1/CM009946.2; mitochondrion MT:NC_001566.1/CM009947.2,GCA_003254395.2,MT:NC_001566.1/CM009947.2,177,225.251,32.6352,23471,0.016343,15.1441,13,13782.72043,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/254/395/GCA_003254395.2_Amel_HAv3.1
133901,Eukaryota,Arthropoda,Thripidae,Frankliniella,Frankliniella occidentalis,FOCC.00,PRJNA480452,SAMN02303501,mitochondrion MT:NC_018370.1/,GCA_000697945.3,MT:NC_018370.1/,18479,274.99,50.8985,23356,0.014889,22.4058,13,18469.33978,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/697/945/GCA_000697945.3_Focc_2.1
34884,Eukaryota,Chordata,Otariidae,Callorhinus,Callorhinus ursinus,GAN/ISIS: 27379988/994484,PRJNA481736,SAMN09379881,mitochondrion MT:NC_008415.3/,GCA_003265705.1,MT:NC_008415.3/,14230,2706.87,41.6,46164,0.016668,40.3108,13,162399.2081,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/265/705/GCA_003265705.1_ASM326570v1
9696,Eukaryota,Chordata,Felidae,Puma,Puma concolor,SC36_Marlon,PRJNA481988,SAMN08662999,mitochondrion MT:NC_016470.1/,GCA_003327715.1,MT:NC_016470.1/,2175,2432.97,41.8,23358,0.017153,39.789,13,141839.3284,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/327/715/GCA_003327715.1_PumCon1.0
9627,Eukaryota,Chordata,Canidae,Vulpes,Vulpes vulpes,TameXAggressive cross,PRJNA482864,SAMN06553695,mitochondrion MT:NC_008434.1/,GCA_003160815.1,MT:NC_008434.1/,82424,2421.57,41.3,37915,0.016813,40.9207,13,144029.6199,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/160/815/GCA_003160815.1_VulVul2.2
308060,Eukaryota,Chordata,Apterygidae,Apteryx,Apteryx rowi,R43461,PRJNA484763,SAMN08476454,,GCA_003343035.1,MT:NC_002784.1/,4120,1228.9,41.6,37618,0.016711,42.9119,13,73538.38789,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/343/035/GCA_003343035.1_aptRow1
8790,Eukaryota,Chordata,Dromaiidae,Dromaius,Dromaius novaehollandiae,6597,PRJNA484763,SAMN08476457,mitochondrion MT:NC_002784.1/,GCA_003342905.1,MT:NC_002784.1/,2778,1192.25,41.7,31311,0.016711,42.9119,13,71345.22171,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/905/GCA_003342905.1_droNov1
30464,Eukaryota,Chordata,Tinamidae,Nothoprocta,Nothoprocta perdicaria,Ctin4,PRJNA484763,SAMN08476459,,GCA_003342845.1,MT:NC_002784.1/,2217,965.904,42.1,21504,0.016711,42.9119,13,57800.49069,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/845/GCA_003342845.1_notPer1
7957,Eukaryota,Chordata,Cyprinidae,Carassius,Carassius auratus,Wakin,PRJNA487739,SAMN09670328,chromosome 1:CM010432.1; chromosome 2:CM010433.1; chromosome 3:CM010434.1; chromosome 4:CM010435.1; chromosome 5:CM010436.1; chromosome 6:CM010437.1; chromosome 7:CM010438.1; chromosome 8:CM010439.1; chromosome 9:CM010440.1; chromosome 10:CM010441.1; chromosome 11:CM010442.1; chromosome 12:CM010443.1; chromosome 13:CM010444.1; chromosome 14:CM010445.1; chromosome 15:CM010446.1; chromosome 16:CM010447.1; chromosome 17:CM010448.1; chromosome 18:CM010449.1; chromosome 19:CM010450.1; chromosome 20:CM010451.1; chromosome 21:CM010452.1; chromosome 22:NC_039264.1/CM010453.1; chromosome 23:NC_039265.1/CM010454.1; chromosome 24:NC_039266.1/CM010455.1; chromosome 25:NC_039267.1/CM010456.1; chromosome 26:NC_039268.1/CM010457.1; chromosome 27:NC_039269.1/CM010458.1; chromosome 28:NC_039270.1/CM010459.1; chromosome 29:NC_039271.1/CM010460.1; chromosome 30:NC_039272.1/CM010461.1; chromosome 31:NC_039273.1/CM010462.1; chromosome 32:NC_039274.1/CM010463.1; chromosome 33:NC_039275.1/CM010464.1; chromosome 34:NC_039276.1/CM010465.1; chromosome 35:NC_039277.1/CM010466.1; chromosome 36:NC_039278.1/CM010467.1; chromosome 37:NC_039279.1/CM010468.1; chromosome 38:NC_039280.1/CM010469.1; chromosome 39:NC_039281.1/CM010470.1; chromosome 40:NC_039282.1/CM010471.1; chromosome 41:NC_039283.1/CM010472.1; chromosome 42:NC_039284.1/CM010473.1; chromosome 43:NC_039285.1/CM010474.1; chromosome 44:NC_039286.1/CM010475.1; chromosome 45:NC_039287.1/CM010476.1; chromosome 46:NC_039288.1/CM010477.1; chromosome 47:NC_039289.1/CM010478.1; chromosome 48:NC_039290.1/CM010479.1; chromosome 49:NC_039291.1/CM010480.1; chromosome 50:NC_039292.1/CM010481.1; linkage group LG28B:NC_039293.1/CM010482.1; linkage group LG30F:NC_039294.1/CM010483.1; linkage group LG36F:NC_039295.1/CM010484.1; linkage group LG37M:NC_039296.1/CM010485.1; linkage group LG42F:NC_039297.1/CM010486.1; linkage group LG44F:NC_039298.1/CM010487.1; linkage group LG45M:NC_039299.1/CM010488.1; linkage group LG48F:NC_039300.1/CM010489.1; linkage group LG49B:NC_039301.1/CM010490.1; mitochondrion MT:NC_002079.1/CM010491.1,GCA_003368295.1,MT:NC_002079.1/CM010491.1,6216,1820.64,37.4838,60528,0.016578,42.5624,13,109822.6565,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/368/295/GCA_003368295.1_ASM336829v1
116960,Eukaryota,Chordata,Ursidae,Ursus,Ursus arctos horribilis,GAN/ISIS:MIG12-29695490/34125,PRJNA493656,SAMN09907428,mitochondrion MT:NC_003427.1/CM035080.1,GCA_003584765.2,MT:NC_003427.1/CM035080.1,6672,2328.64,41.9,43159,0.01702,41.3102,13,136817.8613,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/584/765/GCA_003584765.2_ASM358476v2
7137,Eukaryota,Arthropoda,Pyralidae,Galleria,Galleria mellonella,Carbio01_MB,PRJNA498111,SAMN10148411,mitochondrion MT:NC_028532.1/,GCA_003640425.2,MT:NC_028532.1/,13304,401.915,33.1995,20166,0.01532,19.5822,13,26234.66057,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/640/425/GCA_003640425.2_ASM364042v2
2015173,Eukaryota,Arthropoda,Formicidae,Ooceraea,Ooceraea biroi,clonal line C1,PRJNA501908,SAMN09281275,chromosome 1:NC_039506.1/CM010856.1; chromosome 2:NC_039507.1/CM010857.1; chromosome 3:NC_039508.1/CM010858.1; chromosome 4:NC_039509.1/CM010859.1; chromosome 5:NC_039510.1/CM010860.1; chromosome 6:NC_039511.1/CM010861.1; chromosome 7:NC_039512.1/CM010862.1; chromosome 8:NC_039513.1/CM010863.1; chromosome 9:NC_039514.1/CM010864.1; chromosome 10:NC_039515.1/CM010865.1; chromosome 11:NC_039516.1/CM010866.1; chromosome 12:NC_039517.1/CM010867.1; chromosome 13:NC_039518.1/CM010868.1; chromosome 14:NC_039519.1/CM010869.1; mitochondrion MT:CM010870.1,GCA_003672135.1,MT:CM010870.1,139,223.876,41.3083,24228,0.017349,25.0793,13,12904.25961,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/672/135/GCA_003672135.1_Obir_v5.4
32536,Eukaryota,Chordata,Felidae,Acinonyx,Acinonyx jubatus,Rico,PRJNA504297,SAMN09699341,mitochondrion MT:NC_005212.1/,GCA_003709585.1,MT:NC_005212.1/,3220,2384.85,41.6,56261,0.017047,39.3735,13,139898.5159,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/709/585/GCA_003709585.1_Aci_jub_2
90247,Eukaryota,Chordata,Delphinidae,Lagenorhynchus,Lagenorhynchus obliquidens,GAN/ISIS:26980383/991018,PRJNA504867,SAMN09386610,mitochondrion MT:NC_035426.1/,GCA_003676395.1,MT:NC_035426.1/,5422,2334.47,41.3,54600,0.016392,39.0617,13,142415.2025,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/676/395/GCA_003676395.1_ASM367639v1
46731,Eukaryota,Cnidaria,Pocilloporidae,Pocillopora,Pocillopora damicornis,RSMAS,PRJNA506040,SAMN09007954,mitochondrion MT:NC_009797.1/,GCA_003704095.1,MT:NC_009797.1/,4393,234.351,38.2994,25183,0.017415,30.1292,13,13456.84755,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/704/095/GCA_003704095.1_ASM370409v1
1234273,Eukaryota,Chordata,Bagridae,Tachysurus,Tachysurus fulvidraco,Tf-2017,PRJNA506049,SAMN10147840,mitochondrion MT:NC_015888.1/,GCA_003724035.1,MT:NC_015888.1/,663,713.811,39.6001,47176,0.016527,43.6377,13,43190.5972,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/724/035/GCA_003724035.1_ASM372403v1
6689,Eukaryota,Arthropoda,Penaeidae,Penaeus,Penaeus vannamei,,PRJNA508983,SAMN08721527,mitochondrion MT:NC_009626.1/,GCA_003789085.1,MT:NC_009626.1/,4683,1663.58,37.1,33273,0.01599,32.3014,13,104038.7742,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/789/085/GCA_003789085.1_ASM378908v1
6956,Eukaryota,Arthropoda,Pyroglyphidae,Dermatophagoides,Dermatophagoides pteronyssinus,airmid,PRJNA509265,SAMN06062376,mitochondrion MT:NC_012218.1/,GCA_001901225.2,MT:NC_012218.1/,1323,70.7782,31.4992,12837,0.014203,27.3956,13,4983.327466,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/225/GCA_001901225.2_ASM190122v2
32473,Eukaryota,Chordata,Poeciliidae,Xiphophorus,Xiphophorus couchianus,,PRJNA516883,SAMN03922721,chromosome 1:NC_040228.1/CM010726.1; chromosome 2:NC_040229.1/CM010727.1; chromosome 3:NC_040230.1/CM010728.1; chromosome 4:NC_040231.1/CM010729.1; chromosome 5:NC_040232.1/CM010730.1; chromosome 6:NC_040233.1/CM010731.1; chromosome 7:NC_040234.1/CM010732.1; chromosome 8:NC_040235.1/CM010733.1; chromosome 9:NC_040236.1/CM010734.1; chromosome 10:NC_040237.1/CM010735.1; chromosome 11:NC_040238.1/CM010736.1; chromosome 12:NC_040239.1/CM010737.1; chromosome 13:NC_040240.1/CM010738.1; chromosome 14:NC_040241.1/CM010739.1; chromosome 15:NC_040242.1/CM010740.1; chromosome 16:NC_040243.1/CM010741.1; chromosome 17:NC_040244.1/CM010742.1; chromosome 18:NC_040245.1/CM010743.1; chromosome 19:NC_040246.1/CM010744.1; chromosome 20:NC_040247.1/CM010745.1; chromosome 21:NC_040248.1/CM010746.1; chromosome 22:NC_040249.1/CM010747.1; chromosome 23:NC_040250.1/CM010748.1; chromosome 24:NC_040251.1/CM010749.1; mitochondrion MT:NC_028083.1/,GCA_001444195.3,MT:NC_028083.1/,68,688.542,39.0399,47076,0.016638,46.6883,13,41383.69996,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/444/195/GCA_001444195.3_X_couchianus-1.0
93162,Eukaryota,Chordata,Sciuridae,Marmota,Marmota flaviventris,SJ_83,PRJNA516936,SAMN10078668,mitochondrion MT:NC_042243.1/,GCA_003676075.2,MT:NC_042243.1/,33624,2581.36,40.1,37627,0.016438,36.2757,13,157036.1358,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/676/075/GCA_003676075.2_GSC_YBM_2.0
6289,Eukaryota,Nematoda,Haemonchidae,Haemonchus,Haemonchus contortus,NZ_Hco_NP,PRJNA517503,SAMN10834694,chromosome 1:CP035805.1; chromosome 2:CP035801.1; chromosome 3:CP035802.1; chromosome 4:CP035804.1; chromosome 5:CP035803.1; chromosome X:CP035800.1; mitochondrion MT:CP035799.1,GCA_007637855.2,MT:CP035799.1,7,465.721,42.5079,12,0.014001,21.7984,12,33263.40976,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/637/855/GCA_007637855.2_ASM763785v2
34886,Eukaryota,Chordata,Otariidae,Eumetopias,Eumetopias jubatus,GAN:26980396,PRJNA518921,SAMN09402722,mitochondrion MT:NC_004030.2/,GCA_004028035.1,MT:NC_004030.2/,7472,2418.26,41.4,39926,0.016638,40.7922,13,145345.5944,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/028/035/GCA_004028035.1_ASM402803v1
80765,Eukaryota,Arthropoda,Aphididae,Aphis,Aphis gossypii,AGOS-L3,PRJNA520932,SAMN08384359,mitochondrion MT:NC_024581.1/,GCA_004010815.1,MT:NC_024581.1/,4718,294.279,28.4993,18497,0.015869,16.2707,13,18544.2687,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/010/815/GCA_004010815.1_ASM401081v1
7092,Eukaryota,Arthropoda,Bombycidae,Bombyx,Bombyx mandarina,Bman2017,PRJNA522300,SAMN08782053,mitochondrion MT:NC_003395.1/,GCA_003987935.1,MT:NC_003395.1/,3105,398.589,37.3992,19224,0.015928,18.3199,13,25024.4224,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/987/935/GCA_003987935.1_ASM398793v1
