TaxID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Groups,Strain,BioSample,BioProject,Assembly,Level,Size.Mb.,GC.,Replicons,WGS,Scaffolds,CDS,Release.Date,GenBank.FTP,RefSeq.FTP,Genes,Host,Modify.Date,other.RNA,Pseudogene,rRNA,tRNA
228252,Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Sinipercidae,Siniperca,Siniperca scherzeri,Fishes,B2M1B,SAMN13269089,PRJNA513951,GCA_011952095.1, Chromosome,736.163,40.6169,linkage group LG1:CM022494.1; linkage group LG2:CM022495.1; linkage group LG3:CM022496.1; linkage group LG4:CM022497.1; linkage group LG5:CM022498.1; linkage group LG6:CM022499.1; linkage group LG7:CM022500.1; linkage group LG8:CM022501.1; linkage group LG9:CM022502.1; linkage group LG10:CM022503.1; linkage group LG11:CM022504.1; linkage group LG12:CM022505.1; linkage group LG13:CM022506.1; linkage group LG14:CM022507.1; linkage group LG15:CM022508.1; linkage group LG16:CM022509.1; linkage group LG17:CM022510.1; linkage group LG18:CM022511.1; linkage group LG19:CM022512.1; linkage group LG20:CM022513.1; linkage group LG21:CM022514.1; linkage group LG22:CM022515.1; linkage group LG23:CM022516.1; linkage group LG24:CM022517.1,WNGV01,2817,0,2020-04-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/095/GCA_011952095.1_sinSch6b,,0,,2020-04-09T00:00:00Z,0,0,0,0
42563,Eukaryota,Metazoa,Chordata,Actinopteri,Characiformes,Hepsetidae,Hepsetus,Hepsetus odoe,Fishes,20180521HDW012,SAMN14603884,PRJNA625402,GCA_017165825.1, Chromosome,862.056,41.3167,chromosome 29:CM029394.1; chromosome 1:CM029366.1; chromosome 2:CM029367.1; chromosome 3:CM029368.1; chromosome 4:CM029369.1; chromosome 5:CM029370.1; chromosome 6:CM029371.1; chromosome 7:CM029372.1; chromosome 8:CM029373.1; chromosome 9:CM029374.1; chromosome 10:CM029375.1; chromosome 11:CM029376.1; chromosome 12:CM029377.1; chromosome 13:CM029378.1; chromosome 14:CM029379.1; chromosome 15:CM029380.1; chromosome 16:CM029381.1; chromosome 17:CM029382.1; chromosome 18:CM029383.1; chromosome 19:CM029384.1; chromosome 20:CM029385.1; chromosome 21:CM029386.1; chromosome 22:CM029387.1; chromosome 23:CM029388.1; chromosome 24:CM029389.1; chromosome 25:CM029390.1; chromosome 26:CM029391.1; chromosome 27:CM029392.1; chromosome 28:CM029393.1,JABMDN01,25653,0,2021-03-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/165/825/GCA_017165825.1_ASM1716582v1,,0,,2021-03-09T00:00:00Z,0,0,0,0
119488,Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Sinipercidae,Siniperca,Siniperca chuatsi,Fishes,FFG_IHB_CAS,SAMN19768590,PRJNA767607,GCA_020085105.1, Chromosome,718.821,40.3474,linkage group LG1:NC_058042.1/CM034670.1; linkage group LG2:NC_058043.1/CM034671.1; linkage group LG3:NC_058044.1/CM034672.1; linkage group LG4:NC_058045.1/CM034673.1; linkage group LG5:NC_058046.1/CM034674.1; linkage group LG6:NC_058047.1/CM034675.1; linkage group LG7:NC_058048.1/CM034676.1; linkage group LG8:NC_058049.1/CM034677.1; linkage group LG9:NC_058050.1/CM034678.1; linkage group LG10:NC_058051.1/CM034679.1; linkage group LG11:NC_058052.1/CM034680.1; linkage group LG12:NC_058053.1/CM034681.1; linkage group LG13:NC_058054.1/CM034682.1; linkage group LG14:NC_058055.1/CM034683.1; linkage group LG15:NC_058056.1/CM034684.1; linkage group LG16:NC_058057.1/CM034685.1; linkage group LG17:NC_058058.1/CM034686.1; linkage group LG18:NC_058059.1/CM034687.1; linkage group LG19:NC_058060.1/CM034688.1; linkage group LG20:NC_058061.1/CM034689.1; linkage group LG21:NC_058062.1/CM034690.1; linkage group LG22:NC_058063.1/CM034691.1; linkage group LG23:NC_058064.1/CM034692.1; linkage group LG24:NC_058065.1/CM034693.1; mitochondrion MT:NC_015822.1/,JAHXMP01,65,58502,2021-09-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/085/105/GCA_020085105.1_ASM2008510v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/085/105/GCF_020085105.1_ASM2008510v1,27696,,2021-09-24T00:00:00Z,6170,426,161,885
42514,Eukaryota,Metazoa,Chordata,Actinopteri,Characiformes,Serrasalmidae,Pygocentrus,Pygocentrus nattereri,Fishes,fPygNat1,SAMN12623623,PRJNA675604,GCA_015220715.1, Chromosome,1222.05,40.656,chromosome 1:NC_051211.1/CM026721.1; chromosome 2:NC_051212.1/CM026722.1; chromosome 3:NC_051213.1/CM026723.1; chromosome 4:NC_051214.1/CM026724.1; chromosome 5:NC_051215.1/CM026725.1; chromosome 6:NC_051216.1/CM026726.1; chromosome 7:NC_051217.1/CM026727.1; chromosome 8:NC_051218.1/CM026728.1; chromosome 9:NC_051219.1/CM026729.1; chromosome 10:NC_051220.1/CM026730.1; chromosome 11:NC_051221.1/CM026731.1; chromosome 12:NC_051222.1/CM026732.1; chromosome 13:NC_051223.1/CM026733.1; chromosome 14:NC_051224.1/CM026734.1; chromosome 15:NC_051225.1/CM026735.1; chromosome 16:NC_051226.1/CM026736.1; chromosome 17:NC_051227.1/CM026737.1; chromosome 18:NC_051228.1/CM026738.1; chromosome 19:NC_051229.1/CM026739.1; chromosome 20:NC_051230.1/CM026740.1; chromosome 21:NC_051231.1/CM026741.1; chromosome 22:NC_051232.1/CM026742.1; chromosome 23:NC_051233.1/CM026743.1; chromosome 24:NC_051234.1/CM026744.1; chromosome 25:NC_051235.1/CM026745.1; chromosome 26:NC_051236.1/CM026746.1; chromosome 27:NC_051237.1/CM026747.1; chromosome 28:NC_051238.1/CM026748.1; chromosome 29:NC_051239.1/CM026749.1; chromosome 30:NC_051240.1/CM026750.1; mitochondrion MT:CM026751.1,JADFAU01,55,50672,2020-11-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/220/715/GCA_015220715.1_fPygNat1.pri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/220/715/GCF_015220715.1_fPygNat1.pri,30575,,2020-11-03T00:00:00Z,4100,657,46,1359
3668,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Lagenaria,Lagenaria siceraria,Land Plants,,SAMN05467121,PRJNA335916,GCA_002890555.2, Chromosome,297.879,31.9455,chromosome 1:CM016483.1; chromosome 2:CM016484.1; chromosome 3:CM016485.1; chromosome 4:CM016486.1; chromosome 5:CM016487.1; chromosome 6:CM016488.1; chromosome 7:CM016489.1; chromosome 8:CM016490.1; chromosome 9:CM016491.1; chromosome 10:CM016492.1; chromosome 11:CM016493.1,MIMD02,27,0,2018-01-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/890/555/GCA_002890555.2_ZAAS_Lsic_2.0,,0,,2019-04-26T00:00:00Z,0,0,0,0
64459,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,Pieris rapae,Insects,,SAMEA7523164,PRJEB41952,GCA_905147795.1, Chromosome,256.37,33.227,chromosome 1:NC_059509.1/LR990582.1; chromosome 2:NC_059510.1/LR990584.1; chromosome 3:NC_059511.1/LR990585.1; chromosome 4:NC_059512.1/LR990586.1; chromosome 5:NC_059513.1/LR990587.1; chromosome 6:NC_059514.1/LR990588.1; chromosome 7:NC_059515.1/LR990589.1; chromosome 8:NC_059516.1/LR990590.1; chromosome 9:NC_059517.1/LR990591.1; chromosome 10:NC_059518.1/LR990592.1; chromosome 11:NC_059519.1/LR990593.1; chromosome 12:NC_059520.1/LR990594.1; chromosome 13:NC_059521.1/LR990595.1; chromosome 14:NC_059522.1/LR990596.1; chromosome 15:NC_059523.1/LR990597.1; chromosome 16:NC_059524.1/LR990598.1; chromosome 17:NC_059525.1/LR990599.1; chromosome 18:NC_059526.1/LR990600.1; chromosome 19:NC_059527.1/LR990601.1; chromosome 20:NC_059528.1/LR990602.1; chromosome 21:NC_059529.1/LR990603.1; chromosome 22:NC_059530.1/LR990604.1; chromosome 23:NC_059531.1/LR990605.1; chromosome 24:NC_059532.1/LR990606.1; chromosome W:NC_059533.1/LR990607.1; chromosome Z:NC_059534.1/LR990583.1; mitochondrion MT:NC_015895.1/LR990608.1,CAJHWY01,40,20497,2021-01-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/147/795/GCA_905147795.1_ilPieRapa1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/147/795/GCF_905147795.1_ilPieRapa1.1,13630,,2021-01-25T00:00:00Z,1209,87,153,382
7918,Eukaryota,Metazoa,Chordata,Actinopteri,Semionotiformes,Lepisosteidae,Lepisosteus,Lepisosteus oculatus,Fishes,Spotted Gar 1,SAMN00706774,PRJNA68247,GCA_000242695.1, Chromosome,945.878,40.4083,linkage group LG1:NC_023179.1/CM001404.1; linkage group LG2:NC_023180.1/CM001405.1; linkage group LG3:NC_023181.1/CM001406.1; linkage group LG4:NC_023182.1/CM001407.1; linkage group LG5:NC_023183.1/CM001408.1; linkage group LG6:NC_023184.1/CM001409.1; linkage group LG7:NC_023185.1/CM001410.1; linkage group LG8:NC_023186.1/CM001411.1; linkage group LG9:NC_023187.1/CM001412.1; linkage group LG10:NC_023188.1/CM001413.1; linkage group LG11:NC_023189.1/CM001414.1; linkage group LG12:NC_023190.1/CM001415.1; linkage group LG13:NC_023191.1/CM001416.1; linkage group LG14:NC_023192.1/CM001417.1; linkage group LG15:NC_023193.1/CM001418.1; linkage group LG16:NC_023194.1/CM001419.1; linkage group LG17:NC_023195.1/CM001420.1; linkage group LG18:NC_023196.1/CM001421.1; linkage group LG19:NC_023197.1/CM001422.1; linkage group LG20:NC_023198.1/CM001423.1; linkage group LG21:NC_023199.1/CM001424.1; linkage group LG22:NC_023200.1/CM001425.1; linkage group LG23:NC_023201.1/CM001426.1; linkage group LG24:NC_023202.1/CM001427.1; linkage group LG25:NC_023203.1/CM001428.1; linkage group LG26:NC_023204.1/CM001429.1; linkage group LG27:NC_023205.1/CM001430.1; linkage group LG28:NC_023206.1/CM001431.1; linkage group LG29:NC_023207.1/CM001432.1; mitochondrion MT:NC_004744.1/,AHAT01,2106,41647,2011-12-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/695/GCA_000242695.1_LepOcu1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/695/GCF_000242695.1_LepOcu1,21919,,2013-11-01T00:00:00Z,4047,117,2,509
214812,Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Sinipercidae,Siniperca,Siniperca knerii,Fishes,DM1B,SAMN13269088,PRJNA513951,GCA_011952075.1, Chromosome,723.564,40.4886,linkage group LG1:CM022419.1; linkage group LG2:CM022420.1; linkage group LG3:CM022421.1; linkage group LG4:CM022422.1; linkage group LG5:CM022423.1; linkage group LG6:CM022424.1; linkage group LG7:CM022425.1; linkage group LG8:CM022426.1; linkage group LG9:CM022427.1; linkage group LG10:CM022428.1; linkage group LG11:CM022429.1; linkage group LG12:CM022430.1; linkage group LG13:CM022431.1; linkage group LG14:CM022432.1; linkage group LG15:CM022433.1; linkage group LG16:CM022434.1; linkage group LG17:CM022435.1; linkage group LG18:CM022436.1; linkage group LG19:CM022437.1; linkage group LG20:CM022438.1; linkage group LG21:CM022439.1; linkage group LG22:CM022440.1; linkage group LG23:CM022441.1; linkage group LG24:CM022442.1,WNGU01,1844,0,2020-04-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b,,0,,2020-04-09T00:00:00Z,0,0,0,0
2711,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus sinensis,Land Plants,,SAMN02981414,PRJNA225998,GCA_000317415.1, Chromosome,327.83,35.3314,chromosome 1:NC_023046.1/CM001701.1; chromosome 2:NC_023047.1/CM001702.1; chromosome 3:NC_023048.1/CM001703.1; chromosome 4:NC_023049.1/CM001704.1; chromosome 5:NC_023050.1/CM001705.1; chromosome 6:NC_023051.1/CM001706.1; chromosome 7:NC_023052.1/CM001707.1; chromosome 8:NC_023053.1/CM001708.1; chromosome 9:NC_023054.1/CM001709.1; chloroplast Pltd:NC_008334.1/,AJPS01,4995,39056,2012-09-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/415/GCA_000317415.1_Csi_valencia_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/415/GCF_000317415.1_Csi_valencia_1.0,30113,,2014-08-11T00:00:00Z,7776,1457,34,433
3635,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Gossypium hirsutum,Land Plants,1008001.06,SAMN11351207,PRJNA713846,GCA_007990345.1, Chromosome,2306.07,34.3773,chromosome A01:NC_053424.1/CM017662.1; chromosome A02:NC_053425.1/CM017663.1; chromosome A03:NC_053426.1/CM017664.1; chromosome A04:NC_053427.1/CM017665.1; chromosome A05:NC_053428.1/CM017666.1; chromosome A06:NC_053429.1/CM017667.1; chromosome A07:NC_053430.1/CM017668.1; chromosome A08:NC_053431.1/CM017669.1; chromosome A09:NC_053432.1/CM017670.1; chromosome A10:NC_053433.1/CM017671.1; chromosome A11:NC_053434.1/CM017672.1; chromosome A12:NC_053435.1/CM017673.1; chromosome A13:NC_053436.1/CM017674.1; chromosome D01:NC_053437.1/CM017675.1; chromosome D02:NC_053438.1/CM017676.1; chromosome D03:NC_053439.1/CM017677.1; chromosome D04:NC_053440.1/CM017678.1; chromosome D05:NC_053441.1/CM017679.1; chromosome D06:NC_053442.1/CM017680.1; chromosome D07:NC_053443.1/CM017681.1; chromosome D08:NC_053444.1/CM017682.1; chromosome D09:NC_053445.1/CM017683.1; chromosome D10:NC_053446.1/CM017684.1; chromosome D11:NC_053447.1/CM017685.1; chromosome D12:NC_053448.1/CM017686.1; chromosome D13:NC_053449.1/CM017687.1; mitochondrion MT:NC_027406.1/; chloroplast Pltd:NC_007944.1/,VKGJ01,1033,111844,2019-08-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/990/345/GCA_007990345.1_Gossypium_hirsutum_v2.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/990/345/GCF_007990345.1_Gossypium_hirsutum_v2.1,99456,,2021-02-25T00:00:00Z,40992,6953,1370,1548
158386,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,Olea europaea var. sylvestris,Land Plants,,SAMN05943011,PRJNA417827,GCA_002742605.1, Chromosome,1141.15,36.7747,chromosome 1:NC_036237.1/CM008515.1; chromosome 2:NC_036238.1/CM008516.1; chromosome 3:NC_036239.1/CM008517.1; chromosome 4:NC_036240.1/CM008518.1; chromosome 5:NC_036241.1/CM008519.1; chromosome 6:NC_036242.1/CM008520.1; chromosome 7:NC_036243.1/CM008521.1; chromosome 8:NC_036244.1/CM008522.1; chromosome 9:NC_036245.1/CM008523.1; chromosome 10:NC_036246.1/CM008524.1; chromosome 11:NC_036247.1/CM008525.1; chromosome 12:NC_036248.1/CM008526.1; chromosome 13:NC_036249.1/CM008527.1; chromosome 14:NC_036250.1/CM008528.1; chromosome 15:NC_036251.1/CM008529.1; chromosome 16:NC_036252.1/CM008530.1; chromosome 17:NC_036253.1/CM008531.1; chromosome 18:NC_036254.1/CM008532.1; chromosome 19:NC_036255.1/CM008533.1; chromosome 20:NC_036256.1/CM008534.1; chromosome 21:NC_036257.1/CM008535.1; chromosome 22:NC_036258.1/CM008536.1; chromosome 23:NC_036259.1/CM008537.1; plastid Pltd:NC_015401.1/,MSRW01,41226,58334,2017-11-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/742/605/GCA_002742605.1_O_europaea_v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/742/605/GCF_002742605.1_O_europaea_v1,47911,,2017-11-03T00:00:00Z,8760,3418,8,558
9597,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Pan,Pan paniscus,Mammals,Mhudiblu (Carbone #601152),SAMN11123633,PRJNA633582,GCA_013052645.1, Chromosome,3051.9,40.7006,chromosome 1:NC_048239.1/CM023027.1; chromosome 2A:NC_048240.1/CM023028.1; chromosome 2B:NC_048241.1/CM023029.1; chromosome 3:NC_048242.1/CM023030.1; chromosome 4:NC_048243.1/CM023031.1; chromosome 5:NC_048244.1/CM023032.1; chromosome 6:NC_048245.1/CM023033.1; chromosome 7:NC_048246.1/CM023034.1; chromosome 8:NC_048247.1/CM023035.1; chromosome 9:NC_048248.1/CM023036.1; chromosome 10:NC_048249.1/CM023037.1; chromosome 11:NC_048250.1/CM023038.1; chromosome 12:NC_048251.1/CM023039.1; chromosome 13:NC_048252.1/CM023040.1; chromosome 14:NC_048253.1/CM023041.1; chromosome 15:NC_048254.1/CM023042.1; chromosome 16:NC_048255.1/CM023043.1; chromosome 17:NC_048256.1/CM023044.1; chromosome 18:NC_048257.1/CM023045.1; chromosome 19:NC_048258.1/CM023046.1; chromosome 20:NC_048259.1/CM023047.1; chromosome 21:NC_048260.1/CM023048.1; chromosome 22:NC_048261.1/CM023049.1; chromosome X:NC_048262.1/CM023050.1; mitochondrion MT:NC_001644.1/,SSBP01,4357,70846,2020-05-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/052/645/GCA_013052645.1_Mhudiblu_PPA_v0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/052/645/GCF_013052645.1_Mhudiblu_PPA_v0,38337,,2020-06-05T00:00:00Z,14355,6736,18,446
9925,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Mammals,,SAMN03863711,PRJNA340281,GCA_001704415.1, Chromosome,2922.81,43.1505,chromosome 1:NC_030808.1/CM004562.1; chromosome 2:NC_030809.1/CM004563.1; chromosome 3:NC_030810.1/CM004564.1; chromosome 4:NC_030811.1/CM004565.1; chromosome 5:NC_030812.1/CM004566.1; chromosome 6:NC_030813.1/CM004567.1; chromosome 7:NC_030814.1/CM004568.1; chromosome 8:NC_030815.1/CM004569.1; chromosome 9:NC_030816.1/CM004570.1; chromosome 10:NC_030817.1/CM004571.1; chromosome 11:NC_030818.1/CM004572.1; chromosome 12:NC_030819.1/CM004573.1; chromosome 13:NC_030820.1/CM004574.1; chromosome 14:NC_030821.1/CM004575.1; chromosome 15:NC_030822.1/CM004576.1; chromosome 16:NC_030823.1/CM004577.1; chromosome 17:NC_030824.1/CM004578.1; chromosome 18:NC_030825.1/CM004579.1; chromosome 19:NC_030826.1/CM004580.1; chromosome 20:NC_030827.1/CM004581.1; chromosome 21:NC_030828.1/CM004582.1; chromosome 22:NC_030829.1/CM004583.1; chromosome 23:NC_030830.1/CM004584.1; chromosome 24:NC_030831.1/CM004585.1; chromosome 25:NC_030832.1/CM004586.1; chromosome 26:NC_030833.1/CM004587.1; chromosome 27:NC_030834.1/CM004588.1; chromosome 28:NC_030835.1/CM004589.1; chromosome 29:NC_030836.1/CM004590.1; mitochondrion MT:NC_005044.2/,LWLT01,29907,42687,2016-08-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/704/415/GCA_001704415.1_ARS1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/415/GCF_001704415.1_ARS1,28945,,2016-08-24T00:00:00Z,4949,4142,2,1792
9838,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus dromedarius,Mammals,Drom800,SAMN03252735,PRJNA565028,GCA_000803125.3, Chromosome,2169.36,41.5758,chromosome 1:NC_044511.1/CM016627.2; chromosome 2:NC_044512.1/CM016628.2; chromosome 3:NC_044513.1/CM016629.2; chromosome 4:NC_044514.1/CM016630.2; chromosome 5:NC_044515.1/CM016631.2; chromosome 6:NC_044516.1/CM016632.2; chromosome 7:NC_044517.1/CM016633.2; chromosome 8:NC_044518.1/CM016634.2; chromosome 9:NC_044519.1/CM016635.2; chromosome 10:NC_044520.1/CM016636.2; chromosome 11:NC_044521.1/CM016637.2; chromosome 12:NC_044522.1/CM016638.2; chromosome 13:NC_044523.1/CM016639.2; chromosome 14:NC_044524.1/CM016640.2; chromosome 15:NC_044525.1/CM016641.2; chromosome 16:NC_044526.1/CM016642.2; chromosome 17:NC_044527.1/CM016643.2; chromosome 18:NC_044528.1/CM016644.2; chromosome 19:NC_044529.1/CM016645.2; chromosome 20:NC_044530.1/CM016646.2; chromosome 21:NC_044531.1/CM016647.2; chromosome 22:NC_044532.1/CM016648.2; chromosome 23:NC_044533.1/CM016649.2; chromosome 24:NC_044534.1/CM016650.2; chromosome 25:NC_044535.1/CM016651.2; chromosome 26:NC_044536.1/CM016652.2; chromosome 27:NC_044537.1/CM016653.2; chromosome 28:NC_044538.1/CM016654.2; chromosome 29:NC_044539.1/CM016655.2; chromosome 30:NC_044540.1/CM016656.2; chromosome 31:NC_044541.1/CM016657.2; chromosome 32:NC_044542.1/CM016658.2; chromosome 33:NC_044543.1/CM016659.2; chromosome 34:NC_044544.1/CM016660.2; chromosome 35:NC_044545.1/CM016661.2; chromosome 36:NC_044546.1/CM016662.2; chromosome X:NC_044547.1/CM016663.2; mitochondrion MT:NC_009849.1/,JWIN03,21070,51736,2014-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/803/125/GCA_000803125.3_CamDro3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/803/125/GCF_000803125.2_CamDro3,32444,,2019-10-07T00:00:00Z,12785,3092,13,1962
247094,Eukaryota,Metazoa,Chordata,Amphibia,Anura,Pipidae,Hymenochirus,Hymenochirus boettgeri,Amphibians,Female2,SAMN13066281,PRJNA578589,GCA_019447015.1, Chromosome,3210.87,39.4923,chromosome 1:CM033469.1; chromosome 2:CM033470.1; chromosome 3:CM033471.1; chromosome 4:CM033472.1; chromosome 5:CM033473.1; chromosome 6:CM033474.1; chromosome 7:CM033475.1; chromosome 8_10:CM033476.1; chromosome 9:CM033477.1,JAACNH01,25835,28027,2021-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/447/015/GCA_019447015.1_UCB_Hboe_1.0,,20654,,2021-08-05T00:00:00Z,0,0,0,0
29159,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea gigas,Other Animals,,SAMEA6259236,PRJEB35351,GCA_902806645.1, Chromosome,647.887,33.493,chromosome LG1:LR761634.1; chromosome LG2:LR761635.1; chromosome LG3:LR761636.1; chromosome LG4:LR761637.1; chromosome LG5:LR761638.1; chromosome LG6:LR761639.1; chromosome LG7:LR761640.1; chromosome LG8:LR761641.1; chromosome LG9:LR761642.1; chromosome LG10:LR761643.1; linkage group 1:NC_047559.1/; linkage group 2:NC_047560.1/; linkage group 3:NC_047561.1/; linkage group 4:NC_047562.1/; linkage group 5:NC_047563.1/; linkage group 6:NC_047564.1/; linkage group 7:NC_047565.1/; linkage group 8:NC_047566.1/; linkage group 9:NC_047567.1/; linkage group 10:NC_047568.1/,CADCXH01,236,63341,2020-02-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/806/645/GCA_902806645.1_cgigas_uk_roslin_v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/806/645/GCF_902806645.1_cgigas_uk_roslin_v1,38296,,2020-02-15T00:00:00Z,9911,88,55,641
8083,Eukaryota,Metazoa,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus maculatus,Fishes,JP 163 A,SAMN08025980,PRJNA72525,GCA_002775205.2, Chromosome,704.321,39.0265,chromosome 1:NC_036443.1/CM008938.1; chromosome 2:NC_036444.1/CM008939.1; chromosome 3:NC_036445.1/CM008940.1; chromosome 4:NC_036446.1/CM008941.1; chromosome 5:NC_036447.1/CM008942.1; chromosome 6:NC_036448.1/CM008943.1; chromosome 7:NC_036449.1/CM008944.1; chromosome 8:NC_036450.1/CM008945.1; chromosome 9:NC_036451.1/CM008946.1; chromosome 10:NC_036452.1/CM008947.1; chromosome 11:NC_036453.1/CM008948.1; chromosome 12:NC_036454.1/CM008949.1; chromosome 13:NC_036455.1/CM008950.1; chromosome 14:NC_036456.1/CM008951.1; chromosome 15:NC_036457.1/CM008952.1; chromosome 16:NC_036458.1/CM008953.1; chromosome 17:NC_036459.1/CM008954.1; chromosome 18:NC_036460.1/CM008955.1; chromosome 19:NC_036461.1/CM008956.1; chromosome 20:NC_036462.1/CM008957.1; chromosome 21:NC_036463.1/CM008958.1; chromosome 22:NC_036464.1/CM008959.1; chromosome 23:NC_036465.1/CM008960.1; chromosome 24:NC_036466.1/CM008961.1; mitochondrion MT:NC_011379.1/,PGSD01,102,43564,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/775/205/GCA_002775205.2_X_maculatus-5.0-male,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/775/205/GCF_002775205.1_X_maculatus-5.0-male,27279,,2017-12-07T00:00:00Z,2699,250,119,1878
13146,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittaculidae,Melopsittacus,Melopsittacus undulatus,Birds,bMelUnd1,SAMN12623090,PRJNA629576,GCA_012275295.1, Chromosome,1171.62,41.8242,chromosome 1:NC_047527.1/CM022632.1; chromosome 2:NC_047528.1/CM022633.1; chromosome 3:NC_047529.1/CM022634.1; chromosome 4:NC_047530.1/CM022635.1; chromosome 5:NC_047531.1/CM022636.1; chromosome 6:NC_047532.1/CM022637.1; chromosome 7:NC_047533.1/CM022638.1; chromosome 8:NC_047534.1/CM022639.1; chromosome 9:NC_047535.1/CM022640.1; chromosome 10:NC_047536.1/CM022641.1; chromosome 11:NC_047537.1/CM022642.1; chromosome 12:NC_047538.1/CM022643.1; chromosome 13:NC_047539.1/CM022644.1; chromosome 14:NC_047540.1/CM022645.1; chromosome 15:NC_047541.1/CM022646.1; chromosome 16:NC_047542.1/CM022647.1; chromosome 17:NC_047543.1/CM022648.1; chromosome 18:NC_047544.1/CM022649.1; chromosome 19:NC_047545.1/CM022650.1; chromosome 20:NC_047546.1/CM022651.1; chromosome 21:NC_047547.1/CM022652.1; chromosome 22:NC_047548.1/CM022653.1; chromosome 23:NC_047549.1/CM022654.1; chromosome 24:NC_047550.1/CM022655.1; chromosome 25:NC_047551.1/CM022656.1; chromosome 26:NC_047552.1/CM022657.1; chromosome 27:NC_047553.1/CM022658.1; chromosome 28:NC_047554.1/CM022659.1; chromosome 29:NC_047555.1/CM022660.1; chromosome 30:NC_047556.1/CM022661.1; chromosome Z:NC_047557.1/CM022662.1; chromosome W:NC_047558.1/CM022663.1; mitochondrion MT:CM022664.1,JAAVWG01,864,29165,2020-04-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/275/295/GCA_012275295.1_bMelUnd1.mat.Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/275/295/GCF_012275295.1_bMelUnd1.mat.Z,18613,,2020-04-13T00:00:00Z,2630,254,231,286
